NVRID,NAMN,SKYDDSTYP,BESLSTATUS,URSBESLDAT,URSGALLDAT,SENGALLDAT,LAN,KOMMUN,IUCNKAT,FORVALTARE,AREA_HA,LAND_HA,VATTEN_HA,SKOG_HA,GEOSTATUS,DIARIENR,LAGRUM,BESLMYND
2001034,Jan-Svensamössan domänreservat,Naturreservat,Gällande,"""1997-01-10T00:00:00.000Z""","""1997-01-31T00:00:00.000Z""","""1997-01-31T00:00:00.000Z""",Norrbottens Län,Arvidsjaur,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,91.83,89.04,2.8,59.142,Slutligt inmätt,2312-11589-96,Naturvårdslagen,Länsstyrelse
2014639,Södra Liksgielas,Naturreservat,Gällande,"""2009-10-29T00:00:00.000Z""","""2009-12-04T00:00:00.000Z""","""2009-12-04T00:00:00.000Z""",Norrbottens Län,Arjeplog,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,409.85,405.61,4.42,237.347,Slutligt inmätt,511-4631-09,Miljöbalken,Länsstyrelse
2000399,Årenäs-Tostekulla lövskogar,Naturreservat,Gällande,"""2001-06-21T00:00:00.000Z""","""2001-09-27T00:00:00.000Z""","""2001-09-27T00:00:00.000Z""",Västra Götalands Län,Mark,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Västkuststiftelsen,52.5,52.13,0.35,51.452,Justerad mot fastighetskarta,"231-36883-2000, 1463-2209",Miljöbalken,Länsstyrelse
2005587,Edebo-Sättra utskog,Naturreservat,Gällande,"""2006-11-16T00:00:00.000Z""","""2006-12-14T00:00:00.000Z""","""2006-12-14T00:00:00.000Z""",Stockholms Län,Norrtälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,25.53,25.58,0,25.523,Slutligt inmätt,511-2004-30221,Miljöbalken,Länsstyrelse
2002366,Ekön Domänreservat,Naturreservat,Gällande,"""1996-09-23T00:00:00.000Z""","""1996-11-11T00:00:00.000Z""","""1996-11-11T00:00:00.000Z""",Kronobergs Län,Markaryd,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Kronobergs län,2.15,2.16,0,2.145,Slutligt inmätt,231-3409-96,Naturvårdslagen,Länsstyrelse
2002073,Hartjärn,Naturreservat,Gällande,"""1982-02-15T00:00:00.000Z""","""1982-03-08T00:00:00.000Z""","""1982-03-08T00:00:00.000Z""",Dalarnas Län,Gagnef,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Dalarnas län,2.4,2.42,0,2.395,Justerad mot fastighetskarta,11.1211-2870-80,Naturvårdslagen,Länsstyrelse
2000617,Västra Rossö,Naturreservat,Gällande,"""1981-11-30T00:00:00.000Z""","""1982-03-27T00:00:00.000Z""","""2011-04-18T00:00:00.000Z""",Västra Götalands Län,Strömstad,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västra Götalands län,155.29,39.14,130.57,6.675,Justerad mot fastighetskarta,511-13656-2013,Miljöbalken,Länsstyrelse
2000395,Molla bokskog,Naturreservat,Gällande,"""2001-03-07T00:00:00.000Z""","""2001-04-19T00:00:00.000Z""","""2001-04-19T00:00:00.000Z""",Västra Götalands Län,Herrljunga,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Västkuststiftelsen,29.7,29.62,0.03,28.74,Slutligt inmätt,"231-42459-2000, Doss nr 1466-2205",Miljöbalken,Länsstyrelse
2001367,Huluskogen,Naturreservat,Gällande,"""2001-09-25T00:00:00.000Z""","""2001-10-18T00:00:00.000Z""","""2006-06-06T00:00:00.000Z""",Jönköpings Län,Tranås,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jönköpings län,39.08,38.94,0.15,38.516,Slutligt inmätt,511-1345-06,Miljöbalken,Länsstyrelse
2001770,Asketorp,Naturreservat,Gällande,"""2002-10-25T00:00:00.000Z""","""2002-11-29T00:00:00.000Z""","""2002-11-29T00:00:00.000Z""",Östergötlands Län,Finspång,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Östergötlands län,26.89,26.86,0.01,26.058,Justerad mot fastighetskarta,"511-1561-02, 0562-209",Miljöbalken,Länsstyrelse
2001732,Norsholm,Naturreservat,Gällande,"""1999-12-03T00:00:00.000Z""","""1999-12-03T00:00:00.000Z""","""2007-05-28T00:00:00.000Z""",Östergötlands Län,Norrköping,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Östergötlands län,67.71,65.92,1.87,10.91,Slutligt inmätt,511-17890-05,Miljöbalken,Länsstyrelse
2001582,Nymyrtjärnheden,Naturreservat,Gällande,"""1997-01-27T00:00:00.000Z""","""1997-03-10T00:00:00.000Z""","""1997-03-10T00:00:00.000Z""",Västerbottens Län,Skellefteå,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västerbottens län,12.16,12.18,0,7.583,Justerad mot fastighetskarta,231-10443/96,Naturvårdslagen,Länsstyrelse
2003006,Gassbo,Naturreservat,Gällande,"""2005-09-26T00:00:00.000Z""","""2005-10-26T00:00:00.000Z""","""2005-10-26T00:00:00.000Z""",Hallands Län,Hylte,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Hallands län,19.31,19.1,0.13,18.72,Slutligt inmätt,511-2220-04,Miljöbalken,Länsstyrelse
2000153,Åvinge,Naturreservat,Gällande,"""2000-12-04T00:00:00.000Z""","""2001-01-08T00:00:00.000Z""","""2001-01-08T00:00:00.000Z""",Stockholms Län,Botkyrka,"Ia, Strikt naturreservat (Strict Nature Reserve)",Botkyrka kommun,15.93,15.93,0,13.619,Justerad mot fastighetskarta,1999-001140,Miljöbalken,Kommun
2002092,Grådöåsen,Naturreservat,Gällande,"""1974-02-18T00:00:00.000Z""","""1974-02-18T00:00:00.000Z""","""1974-02-18T00:00:00.000Z""",Dalarnas Län,Hedemora,"III, Naturmonument (Natural Monument)",Länsstyrelsen i Dalarnas län,5.34,5.34,0,4.277,Justerad mot fastighetskarta,11.121-2791-72,Naturvårdslagen,Länsstyrelse
2001687,Örbackens kalkkärr,Naturreservat,Gällande,"""1980-02-29T00:00:00.000Z""","""1980-02-29T00:00:00.000Z""","""1980-02-29T00:00:00.000Z""",Östergötlands Län,Mjölby,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Östergötlands län,10.78,10.48,0,7.367,Slutligt inmätt,"11.1211-2056-79,",Naturvårdslagen,Länsstyrelse
2002605,Djurgården,Naturreservat,Gällande,"""1967-11-03T00:00:00.000Z""","""1967-11-03T00:00:00.000Z""","""1967-11-03T00:00:00.000Z""",Uppsala Län,Uppsala,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Uppsala län,21.12,21,0.18,4.551,Justerad mot fastighetskarta,IIIR 11-2-66   C 30,Naturvårdslagen,Länsstyrelse
2002147,Glaskogen,Naturreservat,Gällande,"""1970-10-28T00:00:00.000Z""","""1970-10-28T00:00:00.000Z""","""1970-10-28T00:00:00.000Z""",Värmlands Län,"Arvika, Eda, Säffle, Årjäng","V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Länsstyrelsen i Värmlands län,28901.04,22526.05,6374.71,21040.296,Justerad mot fastighetskarta,"IIIR11-6-67,11.1211-788-77,-203-81,m.fl",Naturvårdslagen,Länsstyrelse
2000481,Svarttjärnsåsen,Naturreservat,Gällande,"""1998-12-02T00:00:00.000Z""","""1998-12-23T00:00:00.000Z""","""1998-12-23T00:00:00.000Z""",Västernorrlands Län,Ånge,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västernorrlands län,77.77,72.71,5.01,65.53,Ospecificerad,231-8635-98,Naturvårdslagen,Länsstyrelse
2015001,Svanamyran,Naturreservat,Gällande,"""2009-11-25T00:00:00.000Z""","""2009-12-28T00:00:00.000Z""","""2009-12-28T00:00:00.000Z""",Västerbottens Län,Åsele,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västerbottens län,439.31,439.24,0.06,244.686,Slutligt inmätt,511-7278-2007,Miljöbalken,Länsstyrelse
2001279,Lehatt,Naturreservat,Gällande,"""1997-01-10T00:00:00.000Z""","""1997-01-31T00:00:00.000Z""","""2013-03-08T00:00:00.000Z""",Norrbottens Län,Arvidsjaur,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,147.26,147.29,0,74.649,Slutligt inmätt,511-6244-11,,Länsstyrelse
2001356,Skäret,Naturreservat,Gällande,"""1966-05-31T00:00:00.000Z""","""1966-06-28T00:00:00.000Z""","""1990-10-18T00:00:00.000Z""",Västmanlands Län,Kungsör,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Västmanlands län,11.01,11,0,10.863,Slutligt inmätt,231-622-89,Naturvårdslagen,Länsstyrelse
2044008,Bergby,Naturreservat,Gällande,"""2015-06-22T00:00:00.000Z""","""2016-12-14T00:00:00.000Z""","""2016-12-14T00:00:00.000Z""",Västmanlands Län,Sala,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Västmanlands län,13.15,13.14,0,13.109,Justerad mot fastighetskarta,511-4211-12,Miljöbalken,Länsstyrelse
2005703,Tåsta,Naturreservat,Gällande,"""2006-10-18T00:00:00.000Z""","""2009-03-26T00:00:00.000Z""","""2009-03-26T00:00:00.000Z""",Örebro Län,Örebro,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Örebro län,111.99,110.95,0.98,107.861,Ospecificerad,"5112-15726-2003, M2006/5249/F/M",Miljöbalken,Länsstyrelse
2026029,Vråhålan,Naturreservat,Gällande,"""2012-03-07T00:00:00.000Z""","""2012-05-01T00:00:00.000Z""","""2012-05-01T00:00:00.000Z""",Västra Götalands Län,Falköping,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västra Götalands län,85.08,85.13,0,82.737,Slutligt inmätt,511-16902-1998,Miljöbalken,Länsstyrelse
2000865,Båtöfjärden,Naturreservat,Gällande,"""1997-10-10T00:00:00.000Z""","""1997-10-31T00:00:00.000Z""","""1997-10-31T00:00:00.000Z""",Norrbottens Län,Luleå,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,930.32,33.2,897.12,7.04,Justerad mot fastighetskarta,231-4303-97,Naturvårdslagen,Länsstyrelse
2000461,Klosteränge,Naturreservat,Gällande,"""1985-09-23T00:00:00.000Z""","""1985-11-07T00:00:00.000Z""","""2007-01-30T00:00:00.000Z""",Gotlands Län,Gotland,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Gotlands län,28.74,28.37,0.37,28.101,Ospecificerad,511-4247-04,Miljöbalken,Länsstyrelse
2022770,Fejmån,Naturreservat,Gällande,"""2011-05-23T00:00:00.000Z""","""2011-09-26T00:00:00.000Z""","""2011-09-26T00:00:00.000Z""",Dalarnas Län,Malung,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Dalarnas län,90.75,88.93,1.85,51.343,Delvis inmätt,511-9830-09,Miljöbalken,Länsstyrelse
2002442,Bjursjöhöjden,Naturreservat,Gällande,"""2004-03-29T00:00:00.000Z""","""2004-04-30T00:00:00.000Z""","""2004-04-30T00:00:00.000Z""",Värmlands Län,Säffle,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Värmlands län,152.68,139.5,13.23,128.516,Slutligt inmätt,511-8892-00 / 511 / 511-2,Miljöbalken,Länsstyrelse
2021890,Lillgodberget,Naturreservat,Gällande,"""2010-04-29T00:00:00.000Z""","""2010-05-28T00:00:00.000Z""","""2010-05-28T00:00:00.000Z""",Västerbottens Län,Umeå,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västerbottens län,47.93,47.84,0,43.631,Slutligt inmätt,511-11086-2005,Miljöbalken,Länsstyrelse
